,序列,书名,作者,仙草,粮草,干草,枯草,毒草
1421,3153,武布天下,十年雪落【断更】,98,5,5,5,15
1422,3154,刑徒,庚新,94,3,1,6,15
1423,3155,全能炼金师,缘分0,226,10,14,9,13
1424,3156,蜀山新剑侠,云墨月,84,3,3,8,8
1425,3158,生化之末世传说,量子永生,134,8,4,4,25
1426,3159,王牌法神,吉风冰,50,1,4,5,10
1427,3160,异界牛逼武神,烟香四绕,28,3,4,6,26
1428,3161,冥法仙门,隐为者,34,5,3,4,8
1429,3162,死人经,冰临神下,842,30,36,35,89
1430,3163,武法无天,乾拾,42,6,1,1,24
1431,3164,重生之钢铁大亨(官场之风流人生),更俗,425,20,12,20,45
1432,3165,魔魂启临,先飞看刀,483,28,19,23,41
1433,3166,邪丐凌仙,林深森,22,2,3,5,14
1434,3167,盘龙,我吃西红柿,825,35,27,37,76
1435,3168,花都十二钗,傲无常,87,11,5,5,32
1436,3169,洪荒元符录,无极书虫,210,21,6,7,16
1437,3170,绝品外挂,超级老猪,88,6,7,8,23
1438,3171,七界传说正传,心梦无痕,299,18,12,14,40
1439,3172,七界传说后传,心梦无痕,114,7,5,6,22
1440,3173,七界传说之四大神器,心梦无痕,66,10,7,3,12
1441,3174,诛仙Ⅱ,三西贝,52,5,5,10,31
1442,3175,余罪,常书欣,626,18,8,20,22
1443,3177,仙炼之路,快餐店,58,8,3,2,19
1444,3178,闯将,新兵扛老枪,27,3,1,8,9
1445,3179,位面武侠神话,望天邀明月,79,10,6,7,26
1446,3180,超级能源强国,志鸟村,245,12,3,11,28
1447,3181,阐教第一妖,熊猫不会唱歌,30,5,6,6,44
1448,3182,兽神,雨魔,53,14,4,5,11
1449,3183,汗陵传奇,苏男,16,2,4,1,10
1450,3184,尘翳,鲁班尺,31,2,3,1,8
1451,3186,大高手,娶猫的老鼠,20,0,0,2,25
1452,3187,只手遮天,胜己,33,5,2,1,22
1453,3188,叩仙门,石三,37,3,1,5,9
1454,3189,我是船长,君不见,57,7,3,3,11
1455,3190,九界,千朝一醉,32,7,3,1,2
1456,3191,魔兽争霸异界纵横,愤怒的萨尔,50,3,3,11,56
1457,3192,曹冲,庄不周,56,4,2,2,6
1458,3193,赤血龙骑,虎牢,385,12,16,13,44
1459,3194,武临九霄,幺幺,38,6,4,2,15
1460,3195,极道圣尊,荒古天帝,25,2,3,3,11
1461,3196,阴阳鬼探,秋风寒,51,2,4,5,3
1462,3197,宠魅,鱼的天空,990,29,26,24,64
1463,3198,僵尸问道,周郎羡,77,6,6,7,15
1464,3199,星级猎人,陈词懒调,317,12,12,12,13
1465,3200,超级物品,剑刃舞者,42,8,3,2,22
1466,3201,异界之无坚不摧,哀伤的鲍鱼,51,9,3,3,9
1467,3202,绿茵之王,独步千军,22,1,2,1,15
1468,3203,改写人生,徐奇峰,43,8,1,7,11
1469,3204,帝王心术,寂寞,35,4,4,3,12
1470,3205,武碎玄天,浮沉,18,7,3,3,10
1471,3206,凤凰王座,章渝,29,5,1,1,7
1472,3207,我的灵异事件簿,秋风寒,18,2,1,2,4
1473,3208,笑傲天下,兰色大海,22,3,3,3,10
1474,3209,超级百宝囊,开心小帅,48,3,4,3,21
1475,3210,贞观风流,胡田六月即飞雪,27,5,6,6,14
1476,3211,纵横玄门,白色的风,20,5,6,5,15
1477,3212,万界系统,弥煞,50,7,7,8,49
1478,3213,地狱代言人,星辰羽,35,2,2,6,12
1479,3215,全职家丁,蓝领笑笑生,82,5,1,1,17
1480,3216,月冷金邪,燕歌,11,1,0,1,15
1481,3217,月冷梅香,原秋语,15,0,0,3,8
1482,3218,时间中的侦探,负二,18,2,2,1,3
1483,3219,逆鳞,西失＆苏镜,20,4,3,3,13
1484,3220,说出去就会死,大袖遮天,17,2,1,1,4
1485,3221,手工美人,花想容,19,1,1,4,2
1486,3222,罪之断章,时晨,18,1,2,1,5
1487,3223,推理女王的游戏,似水无痕,19,3,1,1,6
1488,3225,预言杀意的宋词,南宗丘,17,2,3,2,10
1489,3226,蜕变,庄秦,15,2,1,2,5
1490,3227,在地狱那头等我,周德东,22,2,1,1,5
1491,3229,云中人,路内,18,1,1,1,7
1492,3230,破碎虛空,黄易,50,1,3,2,6
1493,3231,谜中人,花想容,17,1,1,1,0
1494,3232,红旗袍,裘小龙,15,0,0,4,2
1495,3234,瑶池地宫,金万藏,21,0,1,3,2
1496,3245,禁区之雄,林海听涛,86,4,0,4,17
1497,3251,穿越大唐之我会魔法,玄色,19,2,1,3,33
1498,3254,六道教主,造化斋主,26,2,2,2,19
1499,3343,魔幻舞曲,先飞,54,8,0,1,16
1500,3344,夔牛记,tianjia8000,30,1,1,1,19
1501,3345,超级师傅,胜己,24,5,3,3,16
1502,3346,黄庭,亲吻指尖,123,12,5,11,10
1503,3347,易筋经,魅男,77,7,5,6,31
1504,3348,天赋图腾,有时有点邪,44,6,1,3,19
1505,3349,超级教练,陈爱庭,123,9,2,11,16
1506,3351,魂武双修,新闻工作者,46,7,2,7,41
1507,3352,修魂记,贼公子,40,4,2,5,17
1508,3353,纨绔邪神,日上三竿,47,5,4,5,13
1509,3354,明宦之风流无边,钟离昧,60,6,7,5,14
1510,3355,剑傲重生,蒙白,76,3,5,5,13
1511,3357,仙锻,秣陵别雪,57,13,2,5,12
1512,3359,异界之装备强化专家,茫茫云海,64,4,4,4,26
1513,3362,异世为僧,萧舒,136,13,5,14,27
1514,3363,魔王奶爸,盘古混沌,896,26,25,35,78
1515,3368,午夜开棺人,唐小豪01,74,4,2,3,6
1516,3369,剑逆苍穹,EK巧克力,55,4,5,5,13
1517,3370,灭天剑神,恋风,29,3,3,3,65
1518,3371,神座,皇甫奇,81,8,6,4,20
1519,3372,竞技之王,XX神,22,8,1,3,12
1520,3373,不朽神王,犁天,49,3,2,5,16
1521,3374,我们是冠军,林海听涛,69,4,2,8,7
1522,3375,边荒传说,黄易,134,8,6,9,11
1523,3376,九天神魔变,花小西,33,3,3,2,12
1524,3377,绝品仙尊,池边人,80,2,2,6,13
1525,3379,娘山108星少女,她酷的像冰,249,16,8,6,26
1526,3380,火影之闪光,o花开无月o,189,20,25,22,45
1527,3381,植祖,我就是龙,33,3,1,3,18
1528,3383,战神变,小刀锋利,53,3,2,1,9
1529,3384,未来军医,胜己,62,3,1,2,9
1530,3385,妖弓,明月夜色,65,7,2,3,9
1531,3386,仙之九品芝麻官,大秦骑兵,38,6,3,3,11
1532,3388,黑暗裁决,胖熊猫,31,3,3,5,16
1533,3389,六道仙尊,云霆飞,75,7,7,7,23
1534,3390,风流邪尊修仙记,三生万物,50,5,5,2,19
1535,3391,冠军传奇,林海听涛,77,5,1,5,12
1536,3392,至尊少年王,飞舞激扬,51,2,3,1,30
1537,3393,龙啸大明,木林森444,59,3,6,10,9
1538,3394,大唐极品闲人,刺刀特种兵,76,5,6,9,26
1539,3395,无尽剑装,衣冠胜雪,101,10,9,10,22
1540,3396,神器铸造师,夏炎炎,49,5,5,5,8
1541,3397,流氓高手II,无罪,242,10,7,8,13
1542,3398,流氓高手,无罪,282,8,5,14,13
1543,3399,官心计,怒海沧田,33,3,4,3,15
1544,3400,特种兵穿越之大宋亲王,小城山人,45,5,3,0,7
1545,3401,极品之风流,尘翔,22,5,5,4,15
1546,3402,极品仙府,面红耳赤,109,7,4,5,19
1547,3403,球王万岁,猪头七,28,3,4,6,19
1548,3404,宋翔,木林森444,30,2,2,3,14
1549,3406,锦衣杀明,拉丁海十三郎,58,8,3,4,23
1550,3409,鬼股,徐公子胜治,127,2,2,4,10
1551,3410,长生问道,睡成神仙,54,5,5,5,21
1552,3411,韩花月影,极品伴郎,17,1,1,1,35
1553,3412,仙国大帝,观棋,169,13,6,2,22
1554,3414,续倚天屠龙记,予云,23,4,3,4,27
1555,3440,警神,静夜寄思,54,4,2,7,28
1556,3441,武破九霄,花颜,105,10,8,5,31
1557,3442,绿林七宗罪系列,三月初七,37,4,1,1,4
1558,3443,蜀山旁门之祖,玉爪俊,86,11,8,8,19
1559,3444,无上皇座,皇枫,71,6,7,7,21
1560,3445,北宋士大夫的非人生活,午后方晴,84,10,5,10,22
1561,3447,掌御星辰,猪三不,93,11,8,10,11
1562,3448,魔仙弑神,冷光月,25,2,1,4,30
1563,3449,深渊骑士,万里云烟,164,9,4,9,18
1564,3450,无上仙国,不问苍生问鬼神,66,5,1,1,19
1565,3451,张三丰异界游,写字板,149,24,9,14,51
1566,3452,唐门高手在异世,莫默,223,15,5,7,23
1567,3453,星虐,潇疯,53,1,2,3,56
1568,3454,斗神,么么,85,10,4,10,84
1569,3455,天地霸气诀,我丑到灵魂深处,59,3,3,2,16
1570,3456,马踏天下,枪手一号,80,13,4,5,17
1571,3457,逆战苍穹,虎眸,42,2,2,4,12
1572,3458,巫墓,秣陵别雪,64,6,4,5,14
1573,3459,生化末世的幸福生活,在南方的毛豆,159,10,6,8,43
1574,3460,万界永仙,石三,66,5,5,3,8
1575,3461,北宋小官人的幸福生活,大苹果,71,9,9,7,21
1576,3462,魔王神官II,肥面包,239,5,4,10,17
1577,3463,召唤美女军团,写字板,70,7,2,5,31
1578,3464,重生之十全九美,快乐的茄子,78,6,4,9,17
1579,3465,传说中诸神的传说,伯伦西尔,30,2,3,2,13
1580,3466,高太尉新传,府天,63,2,4,3,8
1581,3467,理想年代,光景,36,4,0,2,3
1582,3468,比蒙传奇,写字板,131,19,5,5,20
1583,3469,辛亥大军阀,雨天下雨,94,12,7,8,16
1584,3470,爱国军阀,东方奇侠,52,6,7,6,9
1585,3471,网游之天下第一,火神,219,12,11,10,33
1586,3472,天劫医生,胜己,57,1,10,1,16
1587,3473,赤城,流浪的蛤蟆,106,13,6,12,29
1588,3474,仙山,七星玉衡,39,8,3,4,11
1589,3475,风流男护理,云中翻月,42,1,3,5,13
1590,3476,绝代妖仙,疯子要耍流氓,29,8,3,2,14
1591,3477,夺舍,木牛流猫,44,5,2,2,14
1592,3478,三国大航海,庄不周,36,5,4,5,11
1593,3479,龙骸,死翼耐萨里奥,75,7,4,5,12
1594,3480,异世魔皇,天堂不寂寞,108,10,10,10,26
1595,3482,穿越时空的蝴蝶,老老王,173,9,10,14,18
1596,3483,史上最牛驸马爷,黑椒炒三国,56,10,4,7,24
1597,3484,盛唐风流,凤鸣岐山,41,8,3,9,12
1598,3485,仙墓中走出的强者,疯狂骷髅,68,6,7,7,12
1599,3486,阴阳猎鬼师,乌啼霜满天,22,0,1,2,6
1600,3487,诛剑,打酒,18,1,1,1,17
1601,3488,灭神记(血刃冰锋),心梦无痕,41,2,3,5,11
1602,3489,尘缘,烟雨江南,269,11,10,5,32
1603,3490,我的艳遇生涯,墨羽无痕,24,2,2,2,19
1604,3491,异世之王者无双,蓝领笑笑生,64,9,0,4,8
1605,3492,爱你我就骚扰你(求爱大作战),柳下挥,116,13,10,10,25
1606,3493,不堪抄,柳具足,21,3,1,1,7
1607,3494,剑傲九天,夜色访者,34,3,3,3,11
1608,3496,某科学的超能力缘起,妖的境界,162,16,7,7,55
1609,3497,巫在异界洪荒,飘渺的冰蓝,51,3,2,3,13
1610,3499,末世竞技场,妄想的西瓜,43,3,4,5,29
1611,3500,骸骨灰烬,悲剧山伯爵,96,4,6,4,24
1612,3501,老衲还年轻,端午正阳,225,8,8,9,23
1613,3502,终焉的骑士,西贝猫,281,20,4,9,22
1614,3503,大清弊主,塞外流云,43,6,1,3,274
1615,3504,佐加明王,左加明王,37,4,5,7,14
1616,3509,大雷神相,锅锅,20,3,3,3,16
1617,3512,旁观者,青青细胞,19,3,0,2,4
1618,3515,星际士兵异界游,暗魔师,24,3,2,2,19
1619,3519,仙之雇佣军,写字板,98,14,4,4,12
1620,3520,无敌升级,五花牛,52,5,1,6,24
1621,3521,没事玩修炼,偶遇伤心,67,6,4,7,13
1622,3522,大明1937,我是猫,102,7,5,6,39
1623,3523,2012末日仙侠,狂翻的咸鱼,47,3,3,4,22
1624,3524,星辰诀,灭魄,25,0,0,2,16
1625,3525,重生吕布一统三国,常欢乐,45,6,4,7,60
1626,3526,一块板砖闯仙界,妖天,61,4,4,6,16
1627,3527,超级家庭教师,东门吹牛,26,3,2,7,13
1628,3528,日月当空,黄易,120,5,4,7,17
1629,3529,问鼎天下,须生,23,2,3,2,11
1630,3530,逆修武帝,鱼之逆鳞,23,1,0,0,4
1631,3531,狂蟒之灾,霸恶,97,3,5,5,30
1632,3532,英雄联盟之征途,孤独世纪末,26,1,3,6,15
1633,3534,简单欲望,随缘·珍重,25,3,1,2,8
1634,3535,百变球神,晴丰,21,5,2,2,12
1635,3539,掌御九天,梦入春秋,32,3,3,5,30
1636,3540,命运的抉择,黑色柳丁,76,5,2,2,10
1637,3544,最强改造,顾大石,87,8,1,8,14
1638,3545,铁器时代,骁骑校,177,15,18,14,28
1639,3547,我姓弗格森,无德良家,28,1,1,1,23
1640,3548,我和美女上司,西厢少年,17,3,3,3,11
1641,3552,苗疆巫蛊,杯中酒,17,1,3,0,2
1642,3554,神之血裔,更俗,38,6,3,1,13
1643,3556,独步仙尘,曾经拥有的方向感,34,5,3,4,17
1644,3557,郭嘉,一念长空,53,4,1,1,35
1645,3559,仗剑诀,二踢脚,49,6,6,5,8
1646,3560,都市逍遥客,随缘·珍重,24,5,2,3,25
1647,3561,暗黑之神之无良少年,狂风三剑,23,1,1,0,20
1648,3562,偷心圣手,龙月,25,4,2,1,19
1649,3563,三千美娇娘,紫钗恨,165,10,10,12,13
1650,3565,琅琊榜,海宴,180,3,3,2,31
1651,3571,都市版英雄无敌,猛虎道长,71,5,5,5,17
1652,3572,少年剑皇,枫吟紫辰,32,3,3,3,33
1653,3573,游方道士,小小小柠檬,28,5,4,5,16
1654,3574,九五至尊,东门吹牛,24,0,2,5,16
1655,3575,异世之虫族无敌,资产暴增,175,7,4,8,22
1656,3576,将夜,猫腻,1390,76,51,81,145
1657,3577,国魂,西方蜘蛛,61,4,2,2,12
1658,3578,煌煌箭芒,少年出英雄,36,5,5,5,32
1659,3579,希灵帝国,远瞳,2701,87,81,83,171
1660,3580,终极战争,闪烁,87,12,10,10,21
1661,3581,罪恶之城,烟雨江南,914,23,20,35,81
1662,3582,重生之商途,小刀锋利,66,6,4,4,17
1663,3583,魔兽永恒之树,红尘九千丈,44,2,2,6,42
1664,3584,惟武独尊,黯然销魂,17,5,2,1,11
1665,3591,崩坏世界的传奇大冒险,国王陛下,267,17,17,11,38
1666,3592,韩娱之天王,呓语痴人,208,16,5,4,45
1667,3593,星际驱魔师,末羽,53,5,3,2,15
1668,3594,超级强化天师,墨非,32,5,4,5,11
1669,3595,享受人生,思雨,44,7,2,1,8
1670,3596,霸剑道,残剑啊啊啊啊,33,2,2,4,11
1671,3597,无限穿越,铁手,48,3,7,8,12
1672,3598,唯我巅峰,雾外江山,50,12,6,5,7
1673,3599,血荐中华,西方蜘蛛,41,5,3,2,9
1674,3600,魔兽领主,高坡,277,21,12,14,29
1675,3601,最终救赎,诸生浮屠,338,36,35,36,36
1676,3606,隐杀,愤怒的香蕉,1632,47,52,51,96
1677,3607,超能建筑师,地道哥们,35,6,4,5,5
1678,3608,丹道仙途,隐为者,44,7,6,6,10
1679,3609,武装风暴,骷髅精灵,202,17,10,7,22
1680,3610,我爱女皇,吴笔,30,3,3,3,20
1681,3611,云氏传奇,幽语,21,3,3,3,6
1682,3612,不灭金身,八百铁骑,44,3,5,8,6
1683,3613,狩魔手记,烟雨江南,952,35,16,38,52
1684,3614,戒指也疯狂,四排长,83,3,3,4,17
1685,3615,超级岛主,傻小四,54,5,3,3,25
1686,3616,北洋,戒念,86,12,5,7,11
1687,3619,我的美女公爵老婆,小魔法师,27,3,3,6,19
1688,3620,极品大教皇,重新飞起来,52,3,3,6,8
1689,3621,墨门飞甲,骑猪的胖子,101,11,3,5,15
1690,3622,剑仙之路,赤雪,31,5,3,3,25
1691,3623,无限之美剧空间,黑山野猪,220,15,8,10,33
1692,3629,战国之上杉姐的家臣,康布罗纳,352,32,32,34,34
1693,3630,绝顶牛人,松间听鱼,39,4,3,3,5
1694,3631,回到唐朝当皇帝,七月初三,58,7,2,5,20
1695,3632,神魂变,三拳小子,26,2,2,1,9
1696,3633,至尊觉醒,澜兮,39,5,3,5,7
1697,3634,九鼎记,我吃西红柿,415,22,19,20,33
1698,3635,狂乱逆天,端木止戈,19,3,2,0,23
1699,3636,郑屠,奉旨把妹,28,4,3,4,21
1700,3637,首席御医(首席医官),银河九天,508,17,13,20,45
1701,3638,我是秦二世,华夏九洲,113,8,4,3,14
1702,3639,云中子异界游,李圣人,44,8,8,8,10
1703,3640,回到秦朝当皇子,几字微言,63,5,7,7,14
1704,3641,刀魂,晴空无限,31,5,3,3,9
1705,3642,斗天,杨录,20,3,1,1,24
1706,3643,无限打工,兴霸天,208,14,8,8,31
1707,3644,武王,独悠,35,2,3,4,14
1708,3645,江山如此多骄,鲟鱼,45,8,7,3,27
1709,3646,三国之名门公子,青涩苹果,53,3,1,2,16
1710,3647,吸血鬼就是吸血鬼,诶呦喂,83,8,8,8,13
1711,3648,重建文明,雨水,73,9,6,4,14
1712,3649,重生之完美姐夫,红嘴雀,65,5,4,4,12
1713,3650,璀璨者弓勒姆,竹上猪猪,78,6,2,2,11
1714,3651,三国大特工,东一方,20,4,3,3,14
1715,3652,重生之大文豪,别人家的小猫咪,101,13,1,5,37
1716,3653,不死冥王,云天空,138,2,1,7,14
1717,3654,晚唐,木子蓝色,132,8,12,6,22
1718,3655,我为纣王之傲啸封神,点精灵,310,6,8,5,19
1719,3656,候补圣女,月下小羊,57,7,2,7,44
1720,3657,星梦制作人,雪碧冰薄荷,28,3,3,2,7
1721,3658,傲视天地,高铁,23,2,1,4,5
1722,3659,异界之极品奶爸,圣骑士的传说,159,7,2,14,15
1723,3660,执掌天劫,七月雪仙人,46,10,2,2,10
1724,3661,魔界的女婿,点精灵,454,16,10,16,38
1725,3662,亡者之翼,沐月,19,0,2,2,4
1726,3663,剑气侠虹,时未寒,23,2,2,4,6
1727,3664,魔法元首李维(和女精灵的地球生活),李家成功,69,13,5,5,13
1728,3665,全系炼金师,瑞恩,27,4,5,3,17
1729,3666,海运主宰,试剑天涯,48,6,3,1,10
1730,3667,气破星河,陈辉,25,3,1,2,11
1731,3668,武傲重生,盛唐刺客,24,6,5,5,8
1732,3669,血帅,小小小小木,40,7,4,5,7
1733,3670,太虚幻境,纳兰容若,35,7,5,5,13
1734,3671,网游之重生法神,缴文,83,3,5,7,27
1735,3674,执卡者,突然光和热,68,6,2,6,9
1736,3675,真灵九变,睡秋,363,21,14,16,38
1737,3676,至尊龙图腾,娶猫的老鼠,25,4,1,7,12
1738,3677,疯狂维修工,权心权意,43,5,4,6,10
1739,3678,网游之帝皇崛起,坠落凡尘,108,7,8,8,24
1740,3679,洛阳女儿行,小椴,48,3,5,3,6
1741,3680,茅山道士传奇,潘海根,39,5,1,4,8
1742,3681,重生亡灵天下,笨太子,27,4,2,2,15
1743,3682,兽魂无双,夜色访者,23,2,1,1,8
1744,3683,宠物魔术师,大爱先生,31,3,0,1,36
1745,3684,杨康的幸福生活,越空,46,5,3,3,23
1746,3691,上古强身术(美女图),我是多余人,189,9,10,11,39
1747,3692,大汉帝国风云录,猛子,180,11,6,4,28
1748,3693,刺明,拉丁海十三郎,84,6,4,6,38
1749,3694,执掌无限,o花开无月o,108,11,6,7,39
1750,3695,极品修真邪少,面红耳赤,66,8,5,7,29
1751,3696,无限之军事基地,西方蜘蛛,120,12,6,6,32
1752,3697,球在脚下,dleer,40,3,5,7,10
1753,3698,妻乃上将军,贱宗首席弟子,220,10,11,13,62
1754,3699,地球OL,道三生,218,22,10,12,28
1755,3700,新世纪的德鲁伊,芭蕉师太,43,13,5,6,7
1756,3701,混世小农民,小农民,120,14,15,20,52
1757,3702,唯一男性适格者,哦雷哇刚大木哒,84,5,5,5,26
1758,3703,1911新中华,天使奥斯卡,143,18,6,10,13
1759,3705,唐砖,孑与2,1767,64,57,63,176
1760,3706,混黑界的学生,零点宁少,14,1,0,2,26
1761,3707,武林帝国,骁骑校,97,3,3,3,7
1762,3708,圣衣时代,笨太子,32,2,1,1,13
1763,3709,诡战,光栅尺,22,0,4,2,6
1764,3710,异界圣骑士,冷石,64,3,5,5,28
1765,3711,逆天升级,野白菜,52,6,3,1,14
1766,3712,霸天武圣,蛇吞鲸,42,2,5,5,8
1767,3713,九项全能,十喜临门,230,11,9,11,23
1768,3714,唯一进化者,吴杰超,117,17,8,8,21
1769,3715,明枭,半包软白沙,35,1,2,6,11
1770,3716,器语兵魂,墨水平,19,3,2,1,4
1771,3717,奥比岛,奥比椰,55,5,1,2,22
1772,3718,御宝天尊,檀木香炉,19,3,3,3,16
1773,3736,八荒诛魔录,开荒,54,4,3,5,20
1774,3737,百鬼夜行,Tick,29,3,4,3,11
1775,3742,无上神通,傲天无痕,45,3,3,3,32
1776,3743,大唐第一庄,晨风天堂,90,8,10,6,38
1777,3744,神兵天子,十二龙骑,48,8,3,7,8
1778,3745,太虚,洛月,44,5,5,6,25
1779,3754,农家仙犬,钓鱼1哥,30,1,1,2,5
1780,3761,龙王的女婿,龙王的贤婿,127,10,7,6,13
1781,3762,天地龙魂,高楼大厦,41,7,0,3,7
1782,3763,重生之极限进化,天机算尽,304,24,18,14,36
1783,3764,降临1994,四海123456,56,5,1,2,20
1784,3765,网游之称霸新世界,皇极经世,32,4,1,5,14
1785,3766,风月天唐,彼岸三生,29,3,2,5,7
1786,3767,近战召唤师,极品石头,24,0,2,1,62
1787,3768,上天台,离人横川,98,10,12,6,15
1788,3769,阴墓阳宅,萧何,24,1,1,2,7
1789,3770,弹指歌,二踢脚,39,1,1,2,3
1790,3771,无上龙印,天堂不寂寞,59,4,6,4,20
1791,3772,武神无敌,秣陵别雪,28,3,3,4,6
1792,3773,异世之富甲天下,小楼暮霭,39,9,2,5,15
1793,3774,不死冥神,霞飞双颊,48,5,3,3,12
1794,3775,苍天霸血,苍天白鹤,57,9,1,3,5
1795,3776,超级机械文明,轩中听雨,34,4,7,7,60
1796,3778,超级特种兵都市游,徐奇峰,15,4,2,3,13
1797,3782,沉沙诡影,我叫吴大胆,28,2,6,2,1
1798,3788,天尊重生,神见,48,6,7,7,13
1799,3791,立道庭,猛虎道长(西门飞雪),70,6,7,6,10
1800,3802,星耀韩娱,墨Y离,36,5,6,2,32
1801,3803,巨龙王座,焰闪,79,7,7,7,118
1802,3804,捡个萝莉当老婆(我的萝莉养成计划),本人杨建东,185,8,8,11,39
1803,3813,龙舞九天,傲无常,40,3,3,6,4
1804,3814,邪少药王,胜己,92,7,4,4,16
1805,3815,异世丹厨,罗败家子,21,3,2,5,10
1806,3816,灵飞经,凤歌,113,3,3,6,23
1807,3817,青楼娱乐指南,权心权意,41,3,3,11,13
1808,3818,我叫布里茨,机器人布里茨,163,13,5,4,13
1809,3819,兽血沸腾,静官,592,27,16,23,61
1810,3820,满唐春,炮兵,92,6,7,6,21
1811,3821,修神,风起闲云,60,6,3,2,14
1812,3822,全职医生,褒姒的马子,39,4,1,6,13
1813,3823,教祖,紫楼,62,5,5,6,26
1814,3824,末日重生,西瓜黄,111,11,4,12,47
1815,3825,罗罗娜的异世之旅,牛B且带闪电的小黑,73,5,4,7,16
1816,3827,超级骷髅兵,情终流水,131,11,8,3,6
1817,3828,蚩尤的面具,飞天,20,1,1,0,8
1818,3829,悟空传,今何在,400,8,8,12,38
1819,3831,史上第一妖,水善,68,5,1,3,18
1820,3832,法医灵异录,番茄死不了,20,1,0,0,13
1821,3833,大公爵传奇,红叶公爵,42,7,4,3,76
1822,3834,娱乐圈火爆天王,梵辰,42,3,6,8,43
1823,3835,韩娱之单身爸爸,夜的七宗罪,53,11,5,5,31
1824,3836,召唤千军,高森,101,10,6,8,15
1825,3837,偷天弓,时未寒,29,3,4,1,9
1826,3838,换日箭,时未寒,27,3,3,3,6
1827,3840,吞噬神徒,油炸包子,24,3,2,2,10
1828,3842,钢之魔法师,鱼丸,45,8,5,6,12
1829,3843,异形战场,鬼面,39,7,1,4,8
1830,3844,无敌神相,水浒,13,0,0,0,8
1831,3845,堕落血天使,天龙怒吟,41,7,7,7,21
1832,3847,诛仙,萧鼎,3175,181,181,181,831
1833,3848,暴力召唤师,马上将军,43,10,2,5,24
1834,3849,无良皇帝,傲无常,105,7,3,12,16
1835,3850,最散仙,九哼,53,5,2,4,10
1836,3852,指间的黑客,黑色键盘,48,2,4,4,6
1837,3853,蛊色生香,皓月星灯,36,4,1,3,10
1838,3854,痞子圣徒,伴读小牧童,52,5,5,5,5
1839,3855,巫妖王庭,高坡,35,5,1,6,8
1840,3856,最后一个风水师,九道泉水,22,2,0,0,4
1841,3858,阴阳入殓师,陶陶猫,22,0,3,0,1
1842,3859,傲世九重天,风凌天下,618,39,37,30,119
1843,3860,最终防线,婴语樱落,31,4,3,2,6
1844,3861,药王,英年早肥,26,1,0,1,12
1845,3862,异世之小小法师,莫默,50,4,5,4,6
1846,3863,叛徒,端午正阳(中秋月明),1056,16,10,15,35
1847,3864,武林三绝,梁羽生,44,2,2,2,7
1848,3865,极品男仆,欧歌,17,3,2,1,22
1849,3866,再次飞升,残兵,30,3,2,3,13
1850,3867,极品灵媒,陶陶猫,16,2,3,2,6
1851,3868,窃国大盗,理想年代,30,6,2,0,17
1852,3869,混混忽悠在异大陆,高楼大厦,28,7,1,3,51
1853,3870,与我争锋,青伞【断更】,23,0,2,1,27
1854,3874,大汉龙腾,淡墨青衫,63,8,4,1,14
1855,3875,修仙狂徒,王小蛮,267,20,14,15,61
1856,3877,召唤万岁,霞飞双颊,662,24,17,18,76
1857,3881,吞噬苍穹,虾米XL,153,12,4,10,49
1858,3882,法相仙途,泛东流,239,14,10,11,18
1859,3883,剑动九天,孤单地飞,95,8,8,8,25
1860,3885,大明门之锦衣三少,桥那,22,3,1,4,11
1861,3886,绯色沉沦,水晶小狼,86,9,2,6,12
1862,3887,极品家丁,禹岩,1723,29,19,44,137
1863,3890,狩猎在地球末日,思夕,30,10,4,7,13
1864,3891,武道乾坤,任怨,41,5,5,6,12
1865,3892,横刀立马,任怨,53,4,3,3,9
1866,3893,皇道金丹,小小羽,33,5,5,5,8
1867,3894,仙府之缘,百里玺,51,8,5,10,18
1868,3895,最唐门,王袍,37,4,4,2,7
1869,3920,天神禁条,无来,105,12,4,3,19
1870,4055,王朝教父,临河羡鱼翁,106,4,4,4,16
1871,4056,护花狂龙,青狐妖,46,5,5,6,17
1872,4057,黑脚,独步千军,26,2,2,2,18
1873,4058,通天之路,无罪,398,19,16,18,45
1874,4059,执掌神权,伏醉,72,7,3,2,22
1875,4062,最后人类,黑瞳王,285,19,13,8,37
1876,4063,极品唐医,午夜冷风,31,2,2,6,49
1877,4065,爱丽丝公主的日记,凝视黑暗,66,10,5,5,18
1878,4066,药祖,何无恨,46,3,2,2,13
1879,4067,圣仙王途,神降之年,32,2,3,2,10
1880,4068,我的老婆亚瑟王,MyKingsKnight,157,8,12,9,53
1881,4069,少年行(不良之无法无天),抚琴的人,34,1,5,4,25
1882,4070,武碎虚空,油炸包子,50,5,3,4,11
1883,4071,三国第一妹控,军阀啊,36,2,2,3,72
1884,4072,明末疯狂,再次等候,55,6,2,3,10
1885,4073,舵爷,端午正阳(中秋月明),154,3,6,7,10
1886,4074,我的萌妹军团,乌拉雪人,85,7,3,4,17
1887,4075,荣耀魔徒,油炸包子,39,4,2,2,14
1888,4076,徽商天下,寄奴,33,6,1,1,10
1889,4077,魔法世纪,zhttty,71,2,4,5,13
1890,4078,毁灭游戏,人怜众神,45,4,3,7,23
1891,4079,征服星辰,锋越,41,3,3,4,2
1892,4080,鬼卜阴阳,狂乱的沙弥,22,0,0,0,10
1893,4081,前夜,白银之瞳,129,11,4,10,10
