,序列,书名,作者,仙草,粮草,干草,枯草,毒草
321,1717,青帝,Deathstate,98,12,10,6,10
322,1718,龙蛇演义,梦入神机,670,17,9,16,38
323,1719,回到大明当才子,吴老狼,125,4,4,8,11
324,1720,逍行纪,血红,73,12,4,4,12
325,1722,大汉帝国,殷扬,45,3,3,2,15
326,1726,天下圣道,二水化石,33,5,3,3,7
327,1727,异世邪徒,夏炎炎,31,2,1,1,41
328,1728,兽武乾坤,昨日清风,38,3,2,4,21
329,1729,易鼎,荆柯守,235,18,17,18,17
330,1730,幻神,云天空,97,6,8,5,16
331,1731,都市百草王,我就是龙,26,3,3,3,46
332,1732,张三丰弟子现代生活录,断桥残雪,81,16,5,9,22
333,1733,横行霸道,踏雪真人,91,7,4,7,12
334,1734,噬剑,石老虎,27,7,6,6,13
335,1735,超脑黑客,疯狂小强,118,12,5,11,15
336,1736,大道修行者,归卧故山,96,11,3,5,13
337,1737,帝胄,知白,72,7,6,12,21
338,1738,通神塔,叶梦,38,5,3,2,13
339,1740,升龙道,血红,274,12,12,16,15
340,1750,师士传说,方想,628,28,16,25,27
341,1751,盗梦宗师,国王陛下,234,23,13,10,23
342,1752,异界兽医,油炸包子,181,15,7,10,29
343,1755,唯我独法,志鸟村,101,10,5,5,20
344,1756,都市透视眼,红肠发菜,74,3,5,4,22
345,1759,无限真神,云中游鱼,48,8,7,6,17
346,1760,先志,路书一阁,24,0,3,1,16
347,1763,重生1990,斑马,37,4,2,2,20
348,1770,镇天帝道,渎时,26,2,1,1,7
349,1771,医道天下,酸枣面,31,5,3,3,18
350,1773,花都兽医,五志,51,3,5,3,12
351,1774,近战法师,云天空,88,15,3,11,67
352,1780,戒指也疯狂,四排长,61,5,1,8,17
353,1781,混在三国当军阀,寂寞剑客,173,9,10,8,26
354,1782,求败,乘风御剑,94,12,12,11,13
355,1783,冰火魔厨,唐家三少,209,18,9,21,111
356,1785,红袍法师,雁鱼,102,20,8,7,11
357,1786,尸虐,无物,114,7,7,7,12
358,1787,边戎,阿菩,83,3,3,5,4
359,1788,巡狩大明,神灯,56,3,1,0,6
360,1789,卡徒,方想,840,30,19,21,44
361,1795,巫颂,血红,279,12,11,15,23
362,1796,超级大忽悠,常书欣,224,11,4,8,14
363,1797,超级客栈系统,非风非云,99,8,7,8,17
364,1798,驻马太行侧,寂寞剑客,192,11,8,13,18
365,1799,小兵传奇,玄雨,401,17,12,22,31
366,1804,禁典,键盘的灰,46,8,1,2,10
367,1805,贴身高手,明日复明日,49,3,1,5,13
368,1806,名门,高月,104,5,2,4,14
369,1809,翡翠王,步行天下,48,3,4,8,17
370,1810,飘邈之旅,萧潜,361,13,8,7,15
371,1811,无敌黑拳,大大王,94,10,1,5,4
372,1812,莲花宝鉴,油炸包子,237,17,5,4,22
373,1813,失落的王权,西贝猫,234,13,4,10,26
374,1814,神典,撞破南墙,59,11,2,2,6
375,1819,武田家的明国武士,幸福来敲门,51,7,4,3,65
376,1820,篡清,天使奥斯卡,143,14,6,7,15
377,1821,纨绔才子,墨武,127,4,10,13,18
378,1822,猎网,虾写,150,13,1,8,19
379,1823,骗艳记,屠狗者,118,7,1,5,11
380,1829,一剑凌尘,乘风御剑,105,10,10,10,16
381,1830,奋斗在新明朝,随轻风去,190,8,10,8,20
382,1831,寸芒,我吃西红柿,250,22,6,12,27
383,1832,千夫斩,晴了,61,12,3,3,18
384,1833,都市位面商人,雷老虎4,46,3,3,1,66
385,1834,焚天,流浪的蛤蟆,144,10,6,5,18
386,1835,刺客魔传,撞破南墙,114,6,7,4,27
387,1836,神天空,一品带刀麻雀,31,1,5,6,17
388,1837,雄霸天下,骷髅精灵,113,6,8,8,17
389,1838,春秋小领主,赤虎,93,12,1,3,17
390,1839,网游之永生传奇,一剑临风,94,6,2,6,14
391,1846,荣耀魔徒,油炸包子,40,5,2,1,6
392,1847,无上真身(道尽轮回),乘风御剑,111,10,10,10,16
393,1848,传奇纨绔少爷(穿越之纨绔少爷),贼眉鼠眼,127,13,6,7,18
394,1849,仙人俗世生活录,断桥残雪,54,13,3,3,22
395,1856,覆雨翻云,黄易,207,14,3,13,21
396,1857,修改三国,龙之少帝,49,1,4,3,17
397,1858,兵之枪,峰竹藏云,57,4,0,1,7
398,1859,破灭时空,任怨,78,11,5,4,12
399,1860,仗剑高歌,踏雪真人,64,4,0,3,5
400,1861,疯狂修复,孓无我,42,7,1,5,6
401,1862,地师,徐公子胜治,227,6,9,8,17
402,1863,噬火武道,忆陨,28,2,3,6,5
403,1864,死亡开端,zhttty,157,9,6,9,15
404,1865,降龙伏虎,8难,27,5,3,5,10
405,1866,玩赏天下,十月无涯,18,5,7,4,11
406,1872,与美女老总的暧昧生活,梁不凡,32,4,6,4,8
407,1873,升级专家,暗魔师,44,6,2,1,17
408,1874,苍老的少年,撒冷,36,5,3,5,19
409,1875,惊仙,兰帝魅晨,122,12,15,15,22
410,1876,楚汉争鼎,寂寞剑客,85,10,3,2,16
411,1884,梦幻王,苍天白鹤,60,9,5,4,8
412,1886,斜风,紫钗恨,56,5,2,3,10
413,1887,神职,短刃,49,6,5,6,8
414,1888,灵山,徐公子胜治,267,9,9,12,11
415,1889,大唐寻芳谱,东门吹牛,42,8,3,6,13
416,1890,狩猎花都,我本疯狂,32,4,0,2,6
417,1891,霸帝,系统疯狂哥,30,7,5,8,14
418,1892,入殓师,道门老九,34,1,4,2,10
419,1893,东汉末年立志传,贱宗首席弟子,54,4,1,3,17
420,1897,天枢,徐公子胜治,139,6,8,9,11
421,1898,我的美女大小姐,李兴禹,266,12,7,16,27
422,1899,惟我独仙,唐家三少,138,10,11,17,77
423,1900,重生之辉煌青春,月逸清辉,35,6,4,4,6
424,1901,至尊无赖,跳舞,142,6,5,8,16
425,1902,六道,流浪,33,2,5,2,24
426,1903,武唐第一风流纨绔,黄昏前面,101,5,9,9,14
427,1908,兴宋,赤虎,53,3,2,6,13
428,1909,光绪中华,妖熊,31,3,3,4,132
429,1910,定国,佛婆,39,6,3,6,4
430,1911,逆龙道,血红,101,6,5,6,16
431,1912,吞天,静夜寄思,38,0,2,3,21
432,1913,都市仙医,无影灯的诱惑,26,0,0,2,11
433,1914,我当鸟人的那几年,崔走召,124,2,1,5,10
434,1915,崛起石器时代,咆哮的苹果,41,8,2,2,18
435,1916,帝世纪,陈渐,39,2,5,1,5
436,1917,挟天,躲雨的猫,25,4,3,4,4
437,1918,王朝之剑,边城 浪子,74,7,5,1,11
438,1919,天行健,燕垒生,193,8,4,4,13
439,1923,纸神,君不见,82,8,2,3,10
440,1924,史上第一混乱,张小花,684,20,14,27,57
441,1925,异世雷皇,逍耳钉,38,4,1,3,9
442,1931,暗黑之不朽意志,剑扼虚空,50,2,2,6,32
443,1932,皇家娱乐指南,贼道三痴,435,11,2,24,24
444,1933,横行在异世,冰原三雅,48,6,3,7,9
445,1934,小仙有毒(绝世好毒),豆子惹的祸,120,6,3,6,7
446,1935,善良的死神,唐家三少,187,15,9,13,133
447,1936,活色生枭,豆子惹的祸,104,4,6,7,13
448,1937,超级宠物制造池,鹏飞超人,119,5,3,3,26
449,1940,人道天堂,荆柯守,86,12,12,10,11
450,1941,极品颠覆之叶河图,洛水河图,40,8,5,4,13
451,1945,宋时行,庚新,84,5,6,7,17
452,1946,空速星痕,唐家三少,202,13,9,13,69
453,1947,唐朝小地主,烛,68,10,4,5,10
454,1948,拣宝,烛,146,16,1,3,11
455,1949,大唐风流,摘新桃,39,5,3,4,19
456,1950,人欲,徐公子胜治,190,9,5,10,14
457,1953,香色倾城,常书欣,147,9,2,6,7
458,1954,天王,跳舞,162,10,10,12,23
459,1955,大宋金手指,圣者晨雷,85,9,4,3,3
460,1956,天界,落拓少年,38,3,4,3,7
461,1957,极品财俊,付麒麟,39,2,2,5,16
462,1958,在修真文明的悠闲生活,没落的游吟诗人,34,4,3,5,52
463,1959,盛唐烟云,酒徒,113,4,5,6,8
464,1960,风临异世,蓝领笑笑生,103,6,5,3,20
465,1961,将神,李雪夜,30,4,4,7,6
466,1962,很纯很暧昧前传(重生追美记),鱼人二代,207,20,12,12,62
467,1963,仙佛录,帝国上将,38,5,3,2,7
468,1964,仙执,高钙奶宝,24,5,5,5,16
469,1968,神游,徐公子胜治,348,11,12,9,22
470,1969,纨绔疯子,鹅是老五,101,10,5,8,20
471,1970,大明王侯,贼眉鼠眼,143,5,4,3,26
472,1971,异界炼金狂潮,写文,38,6,3,2,12
473,1972,情与血,兰帝魅晨,122,10,10,10,15
474,1973,大唐万户侯,高月,97,9,4,3,9
475,1974,全职业天才,疯狂小马甲,31,1,3,3,15
476,1978,上品寒士,贼道三痴,715,22,14,24,27
477,1979,九龙法师,神降之年,39,2,4,6,10
478,1980,地藏曲,枫舞邀雪,29,5,3,1,4
479,1981,X一龙时代,云天空,131,11,10,5,8
480,1982,丹警,静夜寄思,50,2,4,2,14
481,1983,天才,流浪的龙,27,5,3,2,15
482,1985,老婆爱上我,傲无常,158,6,5,7,15
483,1986,野蛮金刚,浮生01,39,7,4,4,6
484,1987,朱雀记,猫腻,192,14,15,15,22
485,1988,网游之帝王归来,妖邪有泪,29,0,2,3,14
486,1989,异体,风上忍,107,7,8,7,18
487,1993,变脸武士,跳舞,125,11,12,12,11
488,1994,仙门,四不相,35,2,1,1,18
489,1995,天唐,格鱼,59,3,3,4,14
490,1996,生死轮回诀,朝楚,26,2,3,3,8
491,1997,神偷化身,蚕茧里的牛,39,5,5,5,15
492,1998,皇族,高月,78,8,6,2,13
493,1999,在北宋的幸福生活,烛,40,6,2,2,8
494,2000,mm都在天上飞,先飞看刀,76,4,2,3,15
495,2001,独闯天涯,蝴蝶蓝,207,9,7,6,11
496,2002,山渐青,何昊远,43,3,3,5,3
497,2003,武林高手在校园,墨武,180,6,2,5,9
498,2004,最强游戏分身,一粒灰尘哟,46,1,3,3,27
499,2005,装神弄诡,飞飞语,30,1,5,1,10
500,2006,星神祭,乘风御剑,110,10,10,10,15
